tweets
Congrats @sundarpichai well deserved! Proud moment.
Congratulations @sundarpichai. My best wishes for the new role at @google.
The choice is ultimately between diplomacy and war. Iran's nuclear program accelerates if Congress kills this deal.
The movie #drive is seriously the worst movie I've ever seen.
News of another attack in Kabul is very saddening. Such attacks are  unpardonable & deeply distressing. Condolences to families of deceased.
